MKey,AircraftNumber,Category,Subcategory,Section,Subsection,ModifierName
97418,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97418,1,Aircraft,Aircraft structures,Fuselage,Fuselage main structure,Fatigue/wear/corrosion
97419,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid level
97419,1,Environmental issues,Physical environment,Object/animal/substance,Ground vehicle,Contributed to outcome
97419,1,Personnel issues,Task performance,Inspection,Preflight inspection,Pilot
97419,1,Personnel issues,Task performance,Planning/preparation,Fuel planning,Pilot
97428,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97429,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Conducive to carburetor icing,Effect on operation
97429,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
97430,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Below VFR minima,Effect on operation
97430,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97430,1,Personnel issues,Psychological,Perception/orientation/illusion,Spatial disorientation,Pilot
97430,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Below VFR minima,Decision related to condition
97430,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97431,1,Aircraft,Aircraft handling/service,Maintenance/inspections,(general),Incorrect service/maintenance
97431,1,Environmental issues,Physical environment,Object/animal/substance,Wire,Contributed to outcome
97431,1,Aircraft,Aircraft power plant,Power plant,(general),Failure
97431,1,Aircraft,Aircraft power plant,Power plant,(general),Incorrect service/maintenance
97431,1,Personnel issues,Task performance,Maintenance,Modification/alteration,Pilot
97431,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97431,1,Environmental issues,Physical environment,Object/animal/substance,Fence/fence post,Contributed to outcome
97432,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Instructor/check pilot
97432,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97432,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Instructor/check pilot
97432,1,Environmental issues,Conditions/weather/phenomena,Convective weather,Thunderstorm,Effect on equipment
97432,1,Personnel issues,Task performance,Planning/preparation,Weather planning,Instructor/check pilot
97432,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent/approach/glide path,Attain/maintain not possible
97433,1,Personnel issues,Task performance,Maintenance,Installation,Maintenance personnel
97433,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip engine power section,Failure
97436,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97436,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
97436,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Heading/course,Not attained/maintained
97436,1,Environmental issues,Conditions/weather/phenomena,Wind,(general),Effect on operation
97436,1,Personnel issues,Task performance,Use of equip/info,Use of policy/procedure,Pilot
97436,1,Personnel issues,Task performance,Planning/preparation,Flight planning/navigation,Pilot
97440,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent/approach/glide path,Not attained/maintained
97440,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97440,1,Personnel issues,Action/decision,Action,Delayed action,Instructor/check pilot
97441,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97441,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
97442,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97442,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97442,1,Environmental issues,Conditions/weather/phenomena,Wind,Sudden wind shift,Contributed to outcome
97442,1,Environmental issues,Physical environment,Object/animal/substance,Runway/taxi/approach light,Contributed to outcome
97443,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
97443,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97443,1,Aircraft,Aircraft systems,Equipment/furnishings,Flight compartment equipment,Incorrect use/operation
97443,1,Aircraft,Aircraft systems,Equipment/furnishings,Passenger compartment equip,Incorrect use/operation
97444,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97444,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97445,1,Aircraft,Aircraft systems,Lighting system,Exterior lighting,Incorrect service/maintenance
97448,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
97448,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
97448,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97449,1,Personnel issues,Action/decision,Action,Delayed action,Pilot
97449,1,Personnel issues,Task performance,Use of equip/info,Use of available resources,Pilot
97449,1,Personnel issues,Action/decision,Action,Forgotten action/omission,Pilot
97449,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97449,1,Personnel issues,Psychological,Attention/monitoring,Task monitoring/vigilance,Pilot
97449,1,Environmental issues,Physical environment,Object/animal/substance,Runway/taxi/approach light,Decision related to condition
97450,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Not attained/maintained
97450,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97451,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
97451,1,Environmental issues,Physical environment,Runway/land/takeoff/taxi surface,Choppy surface,Effect on equipment
97451,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
97451,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Crosswind correction,Not attained/maintained
97451,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97452,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97452,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97452,1,Environmental issues,Physical environment,Object/animal/substance,(general),Contributed to outcome
97455,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97455,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
97455,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97456,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97456,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97463,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97463,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
97463,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
97464,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97464,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Pitch control,Not attained/maintained
97465,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Low ceiling,Effect on operation
97465,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97465,1,Personnel issues,Experience/knowledge,Experience/qualifications,Recent instrument experience,Pilot
97465,1,Personnel issues,Psychological,Perception/orientation/illusion,Spatial disorientation,Pilot
97465,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
97466,1,Personnel issues,Action/decision,Action,Incorrect action performance,Pilot
97466,1,Aircraft,Aircraft systems,Landing gear system,Gear extension and retract sys,Unintentional use/operation
97468,1,Personnel issues,Task performance,Inspection,Preflight inspection,Pilot
97468,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
97468,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid level
97471,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Attain/maintain not possible
97471,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97471,1,Aircraft,Aircraft systems,Landing gear system,Wheel/ski/float,Failure
97471,1,Environmental issues,Physical environment,Terrain,Sloped/uneven terrain,Effect on equipment
97472,1,Environmental issues,Physical environment,Object/animal/substance,Animal(s)/bird(s),Effect on operation
97474,2,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot of other aircraft
97474,2,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot
97474,1,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot
97474,1,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot of other aircraft
97476,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97476,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
97476,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97477,1,Personnel issues,Action/decision,Action,Lack of action,Student/instructed pilot
97477,1,Personnel issues,Task performance,Use of equip/info,Use of checklist,Student/instructed pilot
97477,1,Aircraft,Aircraft systems,Landing gear system,Gear extension and retract sys,Not used/operated
97479,1,Personnel issues,Action/decision,Action,Incorrect action selection,Pilot
97479,1,Personnel issues,Experience/knowledge,Knowledge,Knowledge of procedures,Pilot
97479,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97480,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97480,1,Environmental issues,Conditions/weather/phenomena,Wind,Downdraft,Effect on operation
97480,1,Environmental issues,Conditions/weather/phenomena,Light condition,Dark,Effect on personnel
97480,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
97480,1,Environmental issues,Conditions/weather/phenomena,Turbulence,Terrain induced turbulence,Effect on operation
97480,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Effect on operation
97481,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97482,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Pilot
97482,1,Environmental issues,Physical environment,Terrain,Mountainous/hilly terrain,Effect on operation
97482,1,Environmental issues,Conditions/weather/phenomena,Light condition,Bright light,Contributed to outcome
97483,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip engine power section,Damaged/degraded
97483,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip engine power section,Inadequate inspection
97483,1,Personnel issues,Task performance,Maintenance,Scheduled/routine maintenance,Maintenance personnel
97483,1,Personnel issues,Task performance,Inspection,Scheduled/routine inspection,Pilot
97484,1,Aircraft,Aircraft propeller/rotor,Propeller system,Prop/spinner section,Fatigue/wear/corrosion
97484,1,Aircraft,Aircraft structures,(general),(general),Not serviced/maintained
97484,1,Personnel issues,Task performance,Maintenance,Scheduled/routine maintenance,Pilot
97484,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
97484,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97484,1,Aircraft,Aircraft propeller/rotor,Propeller system,Prop/spinner section,Failure
